group,key,en-US,de-DE,es-ES,es-MX,fr-FR,it-IT,ko-KR,pt-BR,ru-RU,uk-UA
view_profile,edit.reports,Reports,,,,,,,,,Звіти
view_profile,edit.menu_title,%s's profile,,,,,,,,,Профіль %s
view_profile,edit.avatar,Avatar,,,,,,,,,Аватар
view_profile,edit.avatar_alt,User avatar,,,,,,,,,Аватар користувача
view_profile,edit.username,Username,,,,,,,,,Ім'я користувача
view_profile,edit.username_title,"Since you logged in using an external Authentication service, you may change your username once.",,,,,,,,,"Оскільки ви ввійшли в систему через зовнішню службу автентифікації, ви можете змінити ім'я користувача один раз."
view_profile,edit.email,Email,,,,,,,,,Електронна адреса
view_profile,edit.region,Region,,,,,,,,,Регіон
view_profile,edit.select_region,Select region,,,,,,,,,Вибрати регіон
view_profile,edit.show_as_anonymous,Show as Anonymous,,,,,,,,,Показуватися анонімно
view_profile,edit.show_as_anonymous_title,"Enabling this option will show you as 'Anonymous' when viewing routes that are not part of any teams you are a part of.
                            For your own routes and for routes part of your teams, your name will always be visible.",,,,,,,,,"Замінює ваше ім'я на «Анонімний» під час перегляду маршрутів, які не належать вашим командам. У власних і командних маршрутах воно буде видимим завжди."
view_profile,edit.echo_color,Synchronized route edit color,,,,,,,,,Синхронізований колір під час редагування маршруту
view_profile,edit.echo_color_title,"When editing a route cooperatively with a team member, this color will uniquely identify you.",,,,,,,,,Вибраний колір позначатиме вас під час спільного редагування маршруту з командою.
view_profile,edit.save,Save,,,,,,,,,Зберегти
view_profile,edit.account_delete_consequences,If you delete your Keystone.guru account the following will happen,,,,,,,,,"Якщо ви видалите обліковий запис Keystone.guru, відбудуться такі зміни"
view_profile,edit.account_delete_consequence_routes,Routes,,,,,,,,,Маршрути
view_profile,edit.account_delete_consequence_routes_delete,Your %s route(s) will be deleted.,,,,,,,,,Усі ваші маршрути (%s шт.) будуть видалені.
view_profile,edit.account_delete_consequence_teams,Teams,,,,,,,,,Команди
view_profile,edit.account_delete_consequence_teams_you_are_removed,You will be removed from this team.,,,,,,,,,Вас буде прибрано з цієї команди.
view_profile,edit.account_delete_consequence_teams_new_admin,%s will be appointed Admin of this team.,,,,,,,,,%s стане адміністратором цієї команди.
view_profile,edit.account_delete_consequence_teams_team_deleted,This team will be deleted (you are the only user in this team).,,,,,,,,,Команду буде видалено (у ній перебуваєте лише ви).
view_profile,edit.account_delete_consequence_patreon,The connection between Patreon and Keystone.guru will be terminated. You will no longer receive Patreon rewards.,,,,,,,,,Буде обірвано зв'язок між Patreon і Keystone.guru. Ви більше не отримуватимете нагороди з Patreon.
view_profile,edit.account_delete_consequence_reports,Reports,,,,,,,,,Звіти
view_profile,edit.account_delete_consequence_reports_unresolved,Your %s unresolved report(s) will be deleted,,,,,,,,,Усі ваші нерозглянуті звіти (%s шт.) буде видалено.
view_profile,edit.account_delete_warning,Your account will be permanently deleted. There is no turning back.,,,,,,,,,Ваш обліковий запис буде видалено назавжди. Відновлення неможливе.
view_profile,edit.account_delete_confirm,Delete my Keystone.guru account,,,,,,,,,Видалити мою обліковку Keystone.guru
view_profile,edit.unlink_from_patreon,Unlink from Patreon,,,,,,,,,Відв'язати від Patreon
view_profile,edit.patreon_status_granted_manually,"Your account has been granted all :patreon benefits because you're special and awesome, and don't let anyone tell you otherwise! Your active subscriptions are listed below. Anything missing? Let me know as soon as possible on Discord and I will look into it.",,,,,,,,,"Ваш обліковий запис отримав усі бонуси :patreon, бо ви особливі й класні, і не дозволяйте нікому переконувати вас у протилежному! Ваші активні підписки перелічені внизу. Чогось немає? Повідомте мене в Discord якнайшвидше, і я розберуся з цим."
view_profile,edit.link_to_patreon_success,"Your account is linked to :patreon. Your active subscriptions are listed below. Anything missing? If you subscribed after linking your Patreon, please re-link your Patreon or wait up to an hour for the sync script to catch up to your subscription. Still not receiving your benefits? Let me know as soon as possible on Discord and I will look into it.",,,,,,,,,"Ваш обліковий запис з'єднано з :patreon. Активні підписки перелічені внизу. Чогось немає? Якщо ви підписалися після приєднання Patreon, будь ласка, з'єднайте акаунт з Patreon повторно або ж зачекайте до години, доки скрипт синхронізує вашу підписку. Досі не отримали бонуси? Повідомте мене в Discord якнайшвидше, і я розберуся з цим."
view_profile,edit.link_to_patreon,Link to Patreon,,,,,,,,,Пов'язати з Patreon
view_profile,edit.link_to_patreon_description,"In order to claim your Patreon rewards, you need to link your Patreon account",,,,,,,,,"Потрібно пов'язати обліковий запис Patreon, щоб отримати відповідні нагороди."
view_profile,edit.patreon_benefit_table.header_active,Active,,,,,,,,,Активно
view_profile,edit.patreon_benefit_table.header_benefit,Benefit,,,,,,,,,Бонус
view_profile,edit.current_password,Current password,,,,,,,,,Поточний пароль
view_profile,edit.new_password,New password,,,,,,,,,Новий пароль
view_profile,edit.new_password_confirm,New password (confirm),,,,,,,,,Новий пароль (підтвердження)
view_profile,edit.submit,Submit,,,,,,,,,Підтвердити
view_profile,edit.ga_cookies_opt_out,Google Analytics cookies opt-out,,,,,,,,,Відмовитися від передавання cookie-файлів у Google Analytics
view_profile,edit.reports_description,"All routes, enemies and other reports you have made on the site will be listed here.",,,,,,,,,"Тут будуть перелічені всі маршрути, вороги й звіти, які ви створили на сайті."
view_profile,edit.reports_table_header_id,Id,,,,,,,,,ID
view_profile,edit.reports_table_header_category,Category,,,,,,,,,Категорія
